City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,Trincomalee,8.5711,81.2335,298.72,78,100,3.98,LK,1675905049
289,Rypefjord,70.6333,23.6667,274.41,93,100,4.63,NO,1675905049
290,Machiques,10.0644,-72.545,298.94,70,18,5.19,VE,1675905050
291,Sisimiut,66.9395,-53.6735,255.46,79,100,2.87,GL,1675905050
292,Lata,40.1629,-8.3327,280.33,78,25,2.91,PT,1675905051
293,Teya,60.3778,92.6267,251.61,100,100,1.29,RU,1675905052
294,Broken Hill,-31.95,141.4333,304.12,13,0,2.71,AU,1675905052
295,Touros,-5.1989,-35.4608,299.65,79,16,6.03,BR,1675905052
296,Yerbabuena,20.9667,-101.2667,293.0,37,67,2.03,MX,1675905053
297,Toora-Khem,52.4675,96.11,256.1,99,100,0.12,RU,1675905054
298,Sandwick,60.0,-1.25,279.05,70,40,19.55,GB,1675905054
299,Kenai,60.5544,-151.2583,270.2,75,75,2.06,US,1675905055
300,Umm Lajj,25.0213,37.2685,290.46,44,100,7.14,SA,1675905056
301,Natitingou,10.3042,1.3796,297.44,18,8,1.92,BJ,1675905056
302,Padang,-0.9492,100.3543,296.18,88,97,2.12,ID,1675905057
303,Ngaoundere,7.3167,13.5833,292.3,21,19,1.68,CM,1675905057
304,Portland,45.5234,-122.6762,284.16,70,0,0.45,US,1675904541
305,Kavaratti,10.5669,72.642,299.39,73,100,2.56,IN,1675905058
306,Binzhou,37.3667,118.0167,276.47,48,100,4.47,CN,1675905059
307,Zhigansk,66.7697,123.3711,231.79,97,100,3.95,RU,1675905059
308,Kashi,39.4547,75.9797,267.95,73,29,1.42,CN,1675905060
309,Lobito,-12.3481,13.5456,296.49,81,94,1.26,AO,1675905061
310,Clonakilty,51.6231,-8.8706,278.71,89,32,3.75,IE,1675905061
311,Mormugao,15.4,73.8,295.74,88,20,2.06,IN,1675905062
312,Harper,4.375,-7.7169,298.59,87,96,0.53,LR,1675905063
313,Southbridge,42.0751,-72.0334,277.62,70,5,1.34,US,1675905063
314,Ilulissat,69.2167,-51.1,252.16,54,5,3.09,GL,1675905064
315,Lidkoping,58.5052,13.1577,275.16,78,100,8.89,SE,1675905065
316,Gainesville,29.6516,-82.3248,293.76,64,0,3.09,US,1675904976
317,Shiyan,32.6475,110.7781,277.01,98,100,0.34,CN,1675905066
318,Villa De Reyes,21.8,-100.9333,291.86,41,97,4.04,MX,1675905067
319,Conakry,9.538,-13.6773,298.24,70,12,2.58,GN,1675904923
320,Mumford,5.2618,-0.759,299.14,87,100,2.57,GH,1675905068
321,Aswan,24.0934,32.907,285.23,41,100,5.69,EG,1675905069
322,Lagoa,39.05,-27.9833,286.46,68,100,5.12,PT,1675905069
323,Iqaluit,63.7506,-68.5145,248.77,89,100,6.32,CA,1675905070
324,Jimma,7.6667,36.8333,287.75,43,6,0.14,ET,1675905071
325,Jalu,29.0331,21.5482,284.1,47,86,6.27,LY,1675905071
326,Tuatapere,-46.1333,167.6833,285.91,64,79,4.95,NZ,1675905064
327,Kununurra,-15.7667,128.7333,305.14,62,27,4.12,AU,1675905072
328,Hammond,41.5834,-87.5,277.16,75,75,1.54,US,1675905073
329,Solnechnyy,50.7214,136.6319,251.01,88,9,0.72,RU,1675905073
330,Chardara,41.2547,67.9692,276.45,91,100,3.99,KZ,1675905074
331,Veraval,20.9,70.3667,294.71,37,37,3.5,IN,1675905075
332,Urucara,-2.5364,-57.76,296.81,94,67,1.13,BR,1675905075
333,Kyshtovka,56.555,76.6271,248.1,100,100,2.2,RU,1675905076
334,Hecun,36.5333,114.1111,273.58,91,100,0.39,CN,1675905077
335,Urusha,54.05,122.9,249.17,95,100,0.73,RU,1675905077
336,Mokhsogollokh,61.4681,128.9203,230.96,99,98,0.99,RU,1675905078
337,Kasongo-Lunda,-6.4667,16.8167,293.5,96,91,0.2,CD,1675905079
338,Okhotsk,59.3833,143.3,245.29,82,23,6.15,RU,1675905080
339,Rudbar,30.15,62.6,292.0,44,100,4.95,AF,1675905080
340,Eston,51.1501,-108.7514,264.03,87,78,4.17,CA,1675905081
341,Tocopilla,-22.092,-70.1979,295.92,81,45,2.86,CL,1675905082
342,Dumas,35.8656,-101.9732,280.11,36,0,4.12,US,1675904868
343,Chilca,-12.5211,-76.7372,296.19,85,10,3.82,PE,1675905084
344,Hasaki,35.7333,140.8333,282.2,45,6,8.96,JP,1675905085
345,Port Lincoln,-34.7333,135.8667,297.84,55,0,5.27,AU,1675905086
346,Esna,25.2934,32.554,284.8,40,100,3.45,EG,1675905087
347,Lithakia,37.7167,20.8333,272.8,55,100,6.31,GR,1675905088
348,Khani,41.9563,42.9566,269.91,90,97,1.58,GE,1675905089
349,Pedernales,18.0384,-71.744,298.2,67,0,2.08,DO,1675905089
350,Payyannur,12.1,75.2,295.25,89,97,1.94,IN,1675905090
351,Takoradi,4.8845,-1.7554,299.06,87,70,2.03,GH,1675905090
352,Arman,59.7,150.1667,252.6,78,100,4.21,RU,1675905091
353,North Bend,43.4065,-124.2243,284.22,87,75,0.0,US,1675904917
354,Saint-Augustin,51.226,-58.6502,264.85,97,100,2.63,CA,1675905092
355,Havoysund,70.9963,24.6622,277.28,99,100,10.75,NO,1675905092
356,Provideniya,64.3833,-173.3,253.21,65,100,4.0,RU,1675905048
357,Cherskiy,68.75,161.3,239.55,97,100,3.44,RU,1675905093
358,Hazleton,40.9584,-75.9746,276.62,70,0,0.0,US,1675905094
359,Nizhniy Kuranakh,58.8353,125.4869,245.64,99,96,0.67,RU,1675905094
360,San Patricio,28.017,-97.5169,289.07,73,93,2.22,US,1675905095
361,Qui Nhon,13.7667,109.2333,296.86,87,100,2.21,VN,1675905095
362,Cap Malheureux,-19.9842,57.6142,299.52,77,27,2.68,MU,1675905096
363,Balkanabat,39.5108,54.3671,278.61,79,100,1.66,TM,1675905097
364,Verkhnyaya Toyma,62.2349,44.9985,259.36,100,97,1.82,RU,1675905097
365,San Vicente,-26.6167,-54.1333,296.03,42,30,0.77,AR,1675905098
366,Tiksi,71.6872,128.8694,232.86,99,60,2.45,RU,1675905098
367,Quatre Cocos,-20.2078,57.7625,299.31,84,40,5.23,MU,1675905099
368,Lorengau,-2.0226,147.2712,300.97,72,100,3.89,PG,1675905099
369,Chivay,-15.6383,-71.6011,282.31,86,100,1.97,PE,1675905100
370,Luderitz,-26.6481,15.1594,290.11,97,56,5.03,NA,1675905101
371,Seddon,-37.8068,144.8916,302.64,63,20,3.09,AU,1675905101
372,Marfino,55.7028,37.3822,270.3,89,100,2.0,RU,1675905102
373,Pontianak,-0.0333,109.3333,297.14,94,20,1.03,ID,1675905102
374,Gangakher,18.95,76.75,292.62,38,91,1.07,IN,1675905104
375,Odweyne,9.4092,45.064,291.47,61,2,2.27,SO,1675905104
376,Half Moon Bay,37.4636,-122.4286,290.89,65,20,3.09,US,1675905105
377,Otjiwarongo,-20.4637,16.6477,290.87,79,24,3.24,NA,1675905105
378,Ambulu,-8.345,113.6058,298.32,88,100,1.41,ID,1675905106
379,Vredendal,-31.6683,18.5012,294.55,61,100,0.88,ZA,1675905106
380,Siniscola,40.5719,9.6922,275.9,72,97,2.6,IT,1675905107
381,Suhbaatar,50.2314,106.2078,245.03,100,100,0.63,MN,1675905108
382,Kalundborg,55.6795,11.0886,273.72,70,100,11.39,DK,1675905108
383,Presidencia Roque Saenz Pena,-26.7852,-60.4388,304.37,26,78,2.37,AR,1675905109
384,Baruun-Urt,46.6806,113.2792,260.94,93,100,2.58,MN,1675905109
385,Xuddur,4.1213,43.8894,293.79,73,6,6.09,SO,1675905110
386,Ahome,25.9167,-109.1833,292.12,58,0,5.16,MX,1675905019
387,Slonim,53.0867,25.3219,268.64,91,97,2.12,BY,1675905111
388,Manta,-0.95,-80.7333,298.9,81,91,2.66,EC,1675905112
389,San Cristobal,7.7669,-72.225,295.25,75,18,0.65,VE,1675905112
390,Kalmunai,7.4167,81.8167,296.96,87,98,2.59,LK,1675905113
391,Kiunga,-6.1219,141.2906,297.5,94,100,1.4,PG,1675905113
392,Bathsheba,13.2167,-59.5167,299.49,73,40,7.72,BB,1675905114
393,Saldanha,-33.0117,17.9442,292.74,72,70,3.94,ZA,1675905115
394,Mahanoro,-19.9,48.8,296.13,92,100,0.99,MG,1675905115
395,Kontagora,10.3999,5.4695,297.25,16,10,2.99,NG,1675905116
396,Magadan,59.5667,150.8,252.33,71,100,2.44,RU,1675905116
397,San Policarpo,12.1791,125.5072,299.69,82,100,7.06,PH,1675905117
398,Moindou,-21.6924,165.677,301.88,72,100,2.42,NC,1675905117
399,Oranjemund,-28.55,16.4333,290.3,96,28,1.19,NA,1675905118
400,La Peca,-5.6111,-78.435,294.58,79,22,2.02,PE,1675905119
401,Antofagasta,-23.65,-70.4,294.75,82,58,2.02,CL,1675905120
402,Woodward,36.4337,-99.3904,279.24,50,0,0.0,US,1675905120
403,Obera,-27.4871,-55.1199,299.83,32,75,0.98,AR,1675905121
404,Along,28.1667,94.7667,283.52,83,72,0.65,IN,1675905121
405,Naica,27.85,-105.4833,285.88,17,0,2.4,MX,1675905122
406,Acarau,-2.8856,-40.12,299.02,81,94,4.4,BR,1675904911
407,Kibaya,-5.3,36.5667,287.68,97,100,1.01,TZ,1675905123
408,Cusco,-13.5183,-71.9781,286.28,67,40,1.03,PE,1675905124
409,Gibara,21.1097,-76.1317,297.77,75,0,7.9,CU,1675905125
410,Malanje,-9.5402,16.341,289.15,86,99,1.55,AO,1675905125
411,Wewak,-3.5534,143.6268,299.01,89,100,4.57,PG,1675905126
412,Sabratah,32.7933,12.4885,284.75,80,32,12.49,LY,1675905126
413,Kruisfontein,-34.0033,24.7314,289.75,84,80,1.42,ZA,1675905127
414,Aykhal,66.0,111.5,232.71,100,92,2.5,RU,1675905128
415,Nouakchott,18.0858,-15.9785,296.11,35,100,5.74,MR,1675905128
416,Ilhabela,-23.7781,-45.3581,296.73,87,9,2.25,BR,1675905128
417,Loubomo,-4.1997,12.6739,295.21,98,100,1.14,CG,1675905129
418,Chimbarongo,-34.7,-71.05,297.64,35,0,0.59,CL,1675905130
419,Almaznyy,48.0448,40.045,261.6,95,15,3.01,RU,1675905130
420,Porto Velho,-8.7619,-63.9039,297.18,94,0,1.03,BR,1675905068
421,Brewster,41.3973,-73.6171,279.77,66,0,0.0,US,1675905132
422,Jardim,-21.4803,-56.1381,296.18,88,38,1.25,BR,1675905132
423,Terenos,-20.4422,-54.8603,298.99,88,40,1.03,BR,1675905133
424,Rincon,32.296,-81.2354,289.17,81,20,2.06,US,1675905134
425,Ixtapa,20.7,-105.2,296.05,73,0,3.6,MX,1675905134
426,Belen,36.4891,36.2233,272.0,56,0,2.4,TR,1675905135
427,Marica,-22.9194,-42.8186,298.12,89,95,1.67,BR,1675904916
428,Banda Aceh,5.5577,95.3222,298.64,81,99,3.48,ID,1675905136
429,Yenagoa,4.9247,6.2642,299.22,84,91,1.76,NG,1675905137
430,Oussouye,12.485,-16.5469,293.61,68,0,3.83,SN,1675905137
431,Svetlyy,54.675,20.1347,272.18,80,100,7.1,RU,1675905138
432,Ozernovskiy,51.5,156.5167,267.26,63,67,1.95,RU,1675905139
433,Srednekolymsk,67.45,153.6833,240.21,95,100,3.17,RU,1675905139
434,Dargaville,-35.9333,173.8833,293.47,58,75,4.36,NZ,1675905140
435,Chubbuck,42.9208,-112.4661,271.09,64,0,2.06,US,1675905141
436,Muli,2.9167,73.5667,300.5,70,99,2.81,MV,1675905141
437,San Ramon,37.7799,-121.978,290.06,60,0,4.12,US,1675905063
438,Tucumcari,35.1717,-103.725,282.01,33,7,0.83,US,1675905142
439,Estelle,29.8458,-90.1067,297.04,84,100,6.69,US,1675905143
440,Vestmanna,62.1564,-7.1664,274.66,69,75,14.4,FO,1675905143
441,Poyarkovo,49.6,128.6833,249.1,99,84,1.56,RU,1675905144
442,Rawson,-43.3002,-65.1023,294.86,47,100,10.61,AR,1675905145
443,Saint George,37.1041,-113.5841,286.48,30,0,2.06,US,1675905146
444,Karratha,-20.7377,116.8463,304.62,56,1,1.02,AU,1675905146
445,Nyurba,63.2842,118.3319,224.63,100,66,0.86,RU,1675905147
446,Los Llanos De Aridane,28.6585,-17.9182,287.01,73,100,2.24,ES,1675905147
447,Barcelos,41.5388,-8.6151,284.09,72,0,3.17,PT,1675905021
448,Balaipungut,1.05,101.2833,296.5,97,100,0.16,ID,1675905148
449,Sri Aman,1.2376,111.4621,298.52,90,100,0.54,MY,1675905149
450,Trairi,-3.2778,-39.2689,298.81,77,100,3.0,BR,1675904999
451,San Pedro De Macoris,18.4616,-69.2972,297.49,87,98,5.44,DO,1675905150
452,West Helena,34.5507,-90.6418,293.97,84,94,6.99,US,1675905151
453,Jiazi,22.8779,116.067,289.76,86,100,7.86,CN,1675905152
454,Nemuro,43.3236,145.575,268.27,67,99,7.72,JP,1675905152
455,Sioux Lookout,50.1001,-91.917,269.15,93,97,3.09,CA,1675905153
456,Sorong,-0.8833,131.25,298.57,85,100,3.03,ID,1675905153
457,Suzun,53.7841,82.3116,248.01,100,75,0.38,RU,1675905154
458,Olinda,-8.0089,-34.8553,300.0,69,0,3.09,BR,1675905155
459,Paujiles,15.1,-87.35,289.91,78,6,1.38,HN,1675905155
460,Maunabo,18.0072,-65.8993,299.05,87,19,7.08,PR,1675905156
461,Boende,-0.2167,20.8667,294.95,85,36,1.15,CD,1675905157
462,Choma,-16.8065,26.9531,289.66,98,95,1.85,ZM,1675905157
463,Bayir,37.2687,28.2167,272.44,69,46,2.4,TR,1675905158
464,Vanavara,60.34,102.2797,255.71,99,100,1.08,RU,1675905158
465,Dinar,38.065,30.1656,267.13,89,7,2.16,TR,1675905159
466,Lumby,50.2498,-118.969,271.45,94,77,1.39,CA,1675905160
467,Lasa,46.6166,10.7002,267.98,77,33,0.88,IT,1675905160
468,Saint Anthony,45.0205,-93.218,276.11,74,0,5.14,US,1675905161
469,Paita,-5.0892,-81.1144,297.34,81,75,4.23,PE,1675905162
470,Banyo,6.75,11.8167,293.26,21,60,1.52,CM,1675905162
471,Meulaboh,4.1363,96.1285,298.04,86,90,2.03,ID,1675905163
472,Talcahuano,-36.7167,-73.1167,289.97,82,0,4.63,CL,1675905016
473,Alibag,18.6411,72.8792,297.19,48,66,2.21,IN,1675905164
474,Kendari,-3.945,122.4989,299.36,86,100,1.54,ID,1675905164
475,Bafra,41.5678,35.9069,276.94,84,100,3.92,TR,1675905165
476,Pacifica,37.6138,-122.4869,290.79,75,20,5.66,US,1675905165
477,Denpasar,-8.65,115.2167,300.96,83,40,1.54,ID,1675905017
478,Manavalakurichi,8.1333,77.3,295.93,75,11,2.36,IN,1675905166
479,San-Pedro,4.7485,-6.6363,298.15,90,43,1.17,CI,1675905167
480,Chicama,-7.8447,-79.1469,295.45,74,29,2.2,PE,1675905168
481,Hambantota,6.1241,81.1185,296.43,81,29,4.45,LK,1675905168
482,Praia Da Vitoria,38.7333,-27.0667,285.24,88,57,5.33,PT,1675905169
483,Kipini,-2.5257,40.5262,298.31,87,38,4.39,KE,1675905170
484,Rona De Jos,47.9167,24.0167,265.35,93,6,1.17,RO,1675905170
485,Fortuna,40.5982,-124.1573,283.52,94,0,3.09,US,1675905172
486,Yamoussoukro,6.8206,-5.2767,298.07,78,98,1.42,CI,1675905173
487,Moranbah,-22.0016,148.0466,300.07,57,84,8.69,AU,1675905173
488,Arlit,18.7369,7.3853,294.48,17,0,1.54,NE,1675905174
489,Sur,22.5667,59.5289,296.83,48,0,2.52,OM,1675905174
490,Jiwani,25.05,61.7417,295.25,84,0,2.88,PK,1675905175
491,Atambua,-9.1061,124.8925,298.51,85,100,2.61,ID,1675905176
492,Assare,-6.8744,-39.875,294.32,48,100,1.03,BR,1675905176
493,Baoding,38.8511,115.4903,275.04,55,100,1.33,CN,1675905029
494,Bilibino,68.0546,166.4372,233.18,96,78,0.4,RU,1675905177
495,Bailen,38.0964,-3.7779,282.13,82,5,2.65,ES,1675905177
496,Krasnoselkup,65.7,82.4667,254.6,91,100,6.74,RU,1675905178
497,Telde,27.9924,-15.4192,288.27,82,75,1.03,ES,1675905178
498,Kandrian,-6.2167,149.55,301.37,76,100,8.28,PG,1675905179
499,Pyinmana,19.7333,96.2167,290.29,38,9,1.16,MM,1675905179
500,Arvika,59.6553,12.5852,274.49,81,100,7.37,SE,1675905180
501,Los Banos,14.1667,121.1833,300.81,71,100,5.37,PH,1675905180
502,Carauari,-4.8828,-66.8958,296.54,96,99,0.94,BR,1675905181
503,Polyarnyye Zori,67.3661,32.4981,270.29,85,100,7.71,RU,1675905182
504,Praia,14.9215,-23.5087,293.45,73,75,4.63,CV,1675905183
505,Sombrio,-29.1139,-49.6167,295.89,93,1,3.0,BR,1675905183
506,Zanesville,39.9404,-82.0132,281.48,67,20,1.54,US,1675905184
507,Muhos,64.808,25.9931,276.03,87,100,7.75,FI,1675905184
508,Marinette,45.1,-87.6307,276.2,70,0,3.6,US,1675905185
509,Honningsvag,70.9821,25.9704,277.01,70,100,12.86,NO,1675905186
510,Okha,53.5739,142.9478,244.62,93,100,6.43,RU,1675905186
511,Okato,-39.2,173.8833,291.86,56,46,6.24,NZ,1675905187
512,Kieta,-6.2167,155.6333,302.71,68,100,3.13,PG,1675905188
513,Manokwari,-0.8667,134.0833,298.31,84,100,2.84,ID,1675905189
514,Mandalgovi,45.7625,106.2708,259.57,96,6,1.83,MN,1675904893
515,Aitape,-3.1374,142.3475,298.58,91,100,7.31,PG,1675905190
516,Matamoros,25.5333,-103.25,290.21,17,20,0.0,MX,1675905026
517,Bud,39.447,-86.1758,280.88,93,100,3.2,US,1675905190
518,Samfya,-11.3649,29.5565,289.81,94,100,1.82,ZM,1675905191
519,Sembakung,3.8167,117.25,298.7,81,33,1.07,ID,1675905192
520,La Palma,33.8464,-118.0467,296.66,42,0,3.6,US,1675905192
521,Otane,-39.8833,176.6333,295.69,44,40,3.81,NZ,1675905193
522,Gaspe,48.8334,-64.4819,264.48,81,42,7.03,CA,1675905194
523,Cafarnaum,-11.6936,-41.4683,292.82,57,4,2.13,BR,1675905194
524,Yurimaguas,-5.9,-76.0833,298.47,70,83,0.61,PE,1675905195
525,Zeya,53.75,127.2667,246.44,92,100,1.2,RU,1675905196
526,Upington,-28.4478,21.2561,295.28,57,0,4.15,ZA,1675905197
527,Zheleznodorozhnyy,55.7503,38.0042,270.45,97,100,1.78,RU,1675905197
528,Victoria Point,-27.5833,153.3,301.58,66,100,2.24,AU,1675905198
529,Kozan,37.4552,35.8157,273.1,51,0,4.22,TR,1675905199
530,Bitung,1.4451,125.1824,301.62,70,98,3.09,ID,1675905199
531,Dickinson,29.4608,-95.0513,285.4,87,100,5.66,US,1675905053
532,Stokmarknes,68.5646,14.9108,278.14,65,40,7.2,NO,1675905200
533,Bechem,7.0903,-2.025,295.23,87,49,1.15,GH,1675905201
534,Benavente,42.0025,-5.6783,275.74,78,0,2.68,ES,1675905202
535,Waipawa,-41.4122,175.5153,287.14,85,90,5.42,NZ,1675905203
536,Popova,42.9603,131.7228,263.36,74,4,1.7,RU,1675905204
537,Llangefni,53.2556,-4.3106,281.03,84,100,5.14,GB,1675905204
538,Joigny,47.9829,3.401,269.16,69,0,1.14,FR,1675905205
539,Kibala,9.1104,18.3463,296.77,17,7,2.56,TD,1675905206
540,Puerto Escondido,15.85,-97.0667,299.61,69,0,2.57,MX,1675905206
541,Yeniseysk,58.4497,92.1703,255.95,98,100,1.11,RU,1675905207
542,Swan River,52.1058,-101.2676,268.78,95,100,0.95,CA,1675905208
543,Sanchor,24.7553,71.7722,289.33,43,0,1.36,IN,1675905208
544,Bulawayo,-20.15,28.5833,290.58,81,5,2.09,ZW,1675905209
545,Bealanana,-14.55,48.7333,290.65,98,87,1.02,MG,1675905210
546,Collie,-33.3667,116.15,295.44,47,0,3.51,AU,1675905211
547,Lerwick,60.1545,-1.1494,279.15,72,100,16.16,GB,1675905211
548,Maddur,12.6,77.0667,291.29,69,82,0.87,IN,1675905211
549,Soubre,5.7856,-6.6083,296.78,95,100,0.63,CI,1675905212
550,Tukrah,32.5341,20.5791,284.33,74,79,13.66,LY,1675905213
551,Arrecife,28.963,-13.5477,286.14,76,0,2.06,ES,1675905213
552,North Platte,41.1239,-100.7654,274.88,83,0,4.02,US,1675905214
553,Itoman,26.1247,127.6694,295.16,68,40,5.66,JP,1675905214
554,Bukama,-9.2,25.85,292.02,97,71,0.75,CD,1675905215
555,Garh Maharaja,30.8339,71.9053,286.38,32,100,1.38,PK,1675905216
556,Maldonado,-34.6667,-54.9167,295.81,58,4,5.39,UY,1675905216
557,Fermo,43.1647,13.7233,277.44,58,98,2.96,IT,1675905217
558,Homer,59.6425,-151.5483,270.09,71,0,2.57,US,1675905218
559,Jaciara,-15.9653,-54.9683,295.99,91,99,1.04,BR,1675905218
560,Canton,23.1167,113.25,292.52,75,100,2.06,CN,1675905127
561,Klyuchi,52.2667,79.1667,248.5,100,92,1.59,RU,1675905219
562,Kaeo,-35.1,173.7833,297.22,58,85,2.32,NZ,1675905219
563,Goderich,43.7501,-81.7165,274.77,87,100,4.12,CA,1675905056
564,Shingu,33.7333,135.9833,281.72,42,23,2.11,JP,1675905221
565,Rundu,-17.9333,19.7667,292.36,95,100,3.2,NA,1675905221
566,Ituporanga,-27.4144,-49.6025,293.02,98,21,1.36,BR,1675905222
567,Port Keats,-14.25,129.55,304.29,66,39,5.15,AU,1675905069
568,Qunduz,36.729,68.857,279.69,71,100,1.68,AF,1675905223
569,Kodinsk,58.6881,99.1844,256.24,99,95,1.26,RU,1675905223
570,Bandrele,-12.9067,45.1914,300.01,83,20,2.06,YT,1675905224
571,Bolgatanga,10.7856,-0.8514,299.51,17,13,2.59,GH,1675905225
572,Koster,-25.863,26.8976,288.04,82,100,1.69,ZA,1675905225
573,Taltal,-25.4,-70.4833,294.11,82,42,1.86,CL,1675905226
574,Sobolevo,54.4299,31.8996,265.88,97,94,2.57,RU,1675905227
575,Pangoa,-12.1167,-73.0,293.42,99,96,0.62,PE,1675905227
576,Mangaratiba,-22.9597,-44.0406,295.95,89,30,0.92,BR,1675905228
577,Wajid,3.8093,43.2471,296.17,61,8,7.59,SO,1675905229
578,Nawada,24.8833,85.5333,284.31,55,0,2.28,IN,1675905229
579,Ampanihy,-24.7,44.75,297.75,73,100,1.36,MG,1675905230
